ICD9Code,level2,level1,icd9_3d
"307.80",MentalMiscelanea,,"307"
"307.89",MentalMiscelanea,,"307"
"307.9",MentalMiscelanea,,"307"
"310.0",MentalMiscelanea,,"310"
"310.1",MentalMiscelanea,,"310"
"310.2",MentalMiscelanea,,"310"
"310.8",MentalMiscelanea,,"310"
"310.9",MentalMiscelanea,,"310"
"312.0",MentalMiscelanea,,"312"
"312.00",MentalMiscelanea,,"312"
"312.01",MentalMiscelanea,,"312"
"312.02",MentalMiscelanea,,"312"
"312.03",MentalMiscelanea,,"312"
"312.10",MentalMiscelanea,,"312"
"312.11",MentalMiscelanea,,"312"
"312.12",MentalMiscelanea,,"312"
"312.13",MentalMiscelanea,,"312"
"312.20",MentalMiscelanea,,"312"
"312.21",MentalMiscelanea,,"312"
"312.22",MentalMiscelanea,,"312"
"312.23",MentalMiscelanea,,"312"
"312.30",MentalMiscelanea,,"312"
"312.31",MentalMiscelanea,,"312"
"312.32",MentalMiscelanea,,"312"
"312.33",MentalMiscelanea,,"312"
"312.34",MentalMiscelanea,,"312"
"312.35",MentalMiscelanea,,"312"
"312.39",MentalMiscelanea,,"312"
"312.4",MentalMiscelanea,,"312"
"312.8",MentalMiscelanea,,"312"
"312.81",MentalMiscelanea,,"312"
"312.82",MentalMiscelanea,,"312"
"312.89",MentalMiscelanea,,"312"
"312.9",MentalMiscelanea,,"312"
"313.89",MentalMiscelanea,,"313"
"313.9",MentalMiscelanea,,"313"
"314.0",MentalMiscelanea,,"314"
"314.00",MentalMiscelanea,,"314"
"314.01",MentalMiscelanea,,"314"
"314.1",MentalRetardation,,"314"
"314.2",MentalRetardation,,"314"
"314.8",MentalRetardation,,"314"
"314.9",MentalRetardation,,"314"
"315.00",MentalRetardation,,"315"
"315.01",MentalRetardation,,"315"
"315.02",MentalRetardation,,"315"
"315.09",MentalRetardation,,"315"
"315.1",MentalRetardation,,"315"
"315.2",MentalRetardation,,"315"
"315.3",MentalRetardation,,"315"
"315.31",MentalRetardation,,"315"
"315.32",MentalRetardation,,"315"
"315.34",MentalRetardation,,"315"
"315.39",MentalRetardation,,"315"
"315.4",MentalRetardation,,"315"
"315.5",MentalRetardation,,"315"
"315.8",MentalRetardation,,"315"
"315.9",MentalRetardation,,"315"
"316",MentalRetardation,,"316"
"317",MentalRetardation,,"317"
"317.",MentalRetardation,,"317"
"318.0",MentalRetardation,,"318"
"318.1",MentalRetardation,,"318"
"318.2",MentalRetardation,,"318"
"319",MentalRetardation,,"319"
"319.",MentalRetardation,,"319"
"275.0",MetabolicMineral,,"275"
"275.03",MetabolicMineral,,"275"
"275.09",MetabolicMineral,,"275"
"275.1",MetabolicMineral,,"275"
"275.2",MetabolicMineral,,"275"
"275.3",MetabolicMineral,,"275"
"275.4",MetabolicMineral,,"275"
"275.40",MetabolicMineral,,"275"
"275.41",MetabolicMineral,,"275"
"275.42",MetabolicMineral,,"275"
"275.49",MetabolicMineral,,"275"
"275.5",MetabolicMineral,,"275"
"275.8",MetabolicMineral,,"275"
"275.9",MetabolicMineral,,"275"
"270.0",MetabolicOther,,"270"
"270.1",MetabolicOther,,"270"
"270.2",MetabolicOther,,"270"
"270.3",MetabolicOther,,"270"
"270.4",MetabolicOther,,"270"
"270.5",MetabolicOther,,"270"
"270.6",MetabolicOther,,"270"
"270.7",MetabolicOther,,"270"
"270.8",MetabolicOther,,"270"
"270.9",MetabolicOther,,"270"
"271.0",MetabolicOther,,"271"
"271.1",MetabolicOther,,"271"
"271.2",MetabolicOther,,"271"
"271.3",MetabolicOther,,"271"
"271.4",MetabolicOther,,"271"
"271.8",MetabolicOther,,"271"
"271.9",MetabolicOther,,"271"
"272.5",MetabolicOther,,"272"
"272.6",MetabolicOther,,"272"
"272.7",MetabolicOther,,"272"
"272.8",MetabolicOther,,"272"
"272.9",MetabolicOther,,"272"
"273.0",MetabolicOther,,"273"
"273.1",MetabolicOther,,"273"
"273.2",MetabolicOther,,"273"
"273.3",MetabolicOther,,"273"
"273.4",MetabolicOther,,"273"
"273.8",MetabolicOther,,"273"
"273.9",MetabolicOther,,"273"
"277.1",MetabolicOther,,"277"
"277.2",MetabolicOther,,"277"
"277.3",MetabolicOther,,"277"
"277.30",MetabolicOther,,"277"
"277.31",MetabolicOther,,"277"
"277.39",MetabolicOther,,"277"
"277.4",MetabolicOther,,"277"
"277.5",MetabolicOther,,"277"
"277.6",MetabolicOther,,"277"
"277.8",MetabolicOther,,"277"
"277.81",MetabolicOther,,"277"
"277.82",MetabolicOther,,"277"
"277.83",MetabolicOther,,"277"
"277.84",MetabolicOther,,"277"
"277.85",MetabolicOther,,"277"
"277.86",MetabolicOther,,"277"
"277.87",MetabolicOther,,"277"
"277.88",MetabolicOther,,"277"
"277.89",MetabolicOther,,"277"
"277.9",MetabolicOther,,"277"
"278.2",MetabolicOther,,"278"
"278.3",MetabolicOther,,"278"
"278.4",MetabolicOther,,"278"
"278.8",MetabolicOther,,"278"
"346",Migraine,DMSymptom,"346"
"346.0",Migraine,DMSymptom,"346"
"346.00",Migraine,DMSymptom,"346"
"346.01",Migraine,DMSymptom,"346"
"346.02",Migraine,DMSymptom,"346"
"346.03",Migraine,DMSymptom,"346"
"346.1",Migraine,DMSymptom,"346"
"346.10",Migraine,DMSymptom,"346"
"346.11",Migraine,DMSymptom,"346"
"346.12",Migraine,DMSymptom,"346"
"346.13",Migraine,DMSymptom,"346"
"346.2",Migraine,DMSymptom,"346"
"346.20",Migraine,DMSymptom,"346"
"346.21",Migraine,DMSymptom,"346"
"346.22",Migraine,DMSymptom,"346"
"346.23",Migraine,DMSymptom,"346"
"346.30",Migraine,DMSymptom,"346"
"346.31",Migraine,DMSymptom,"346"
"346.32",Migraine,DMSymptom,"346"
"346.33",Migraine,DMSymptom,"346"
"346.40",Migraine,DMSymptom,"346"
"346.41",Migraine,DMSymptom,"346"
"346.42",Migraine,DMSymptom,"346"
"346.43",Migraine,DMSymptom,"346"
"346.50",Migraine,DMSymptom,"346"
"346.51",Migraine,DMSymptom,"346"
"346.52",Migraine,DMSymptom,"346"
"346.53",Migraine,DMSymptom,"346"
"346.60",Migraine,DMSymptom,"346"
"346.61",Migraine,DMSymptom,"346"
"346.62",Migraine,DMSymptom,"346"
"346.63",Migraine,DMSymptom,"346"
"346.70",Migraine,DMSymptom,"346"
"346.71",Migraine,DMSymptom,"346"
"346.72",Migraine,DMSymptom,"346"
"346.73",Migraine,DMSymptom,"346"
"346.8",Migraine,DMSymptom,"346"
"346.80",Migraine,DMSymptom,"346"
"346.81",Migraine,DMSymptom,"346"
"346.82",Migraine,DMSymptom,"346"
"346.83",Migraine,DMSymptom,"346"
"346.9",Migraine,DMSymptom,"346"
"346.90",Migraine,DMSymptom,"346"
"346.91",Migraine,DMSymptom,"346"
"346.92",Migraine,DMSymptom,"346"
"346.93",Migraine,DMSymptom,"346"
"272.2",MixedHyperlipidemia,,"272"
"293.83",MoodDisorder,,"293"
"296",MoodDisorder,,"296"
"296.0",MoodDisorder,,"296"
"296.00",MoodDisorder,,"296"
"296.01",MoodDisorder,,"296"
"296.05",MoodDisorder,,"296"
"296.06",MoodDisorder,,"296"
"296.10",MoodDisorder,,"296"
"296.11",MoodDisorder,,"296"
"296.15",MoodDisorder,,"296"
"296.16",MoodDisorder,,"296"
"296.2",MoodDisorder,,"296"
"296.20",MoodDisorder,,"296"
"296.21",MoodDisorder,,"296"
"296.25",MoodDisorder,,"296"
"296.26",MoodDisorder,,"296"
"296.3",MoodDisorder,,"296"
"296.30",MoodDisorder,,"296"
"296.31",MoodDisorder,,"296"
"296.35",MoodDisorder,,"296"
"296.36",MoodDisorder,,"296"
"296.4",MoodDisorder,,"296"
"296.40",MoodDisorder,,"296"
"296.41",MoodDisorder,,"296"
"296.45",MoodDisorder,,"296"
"296.46",MoodDisorder,,"296"
"296.50",MoodDisorder,,"296"
"296.51",MoodDisorder,,"296"
"296.55",MoodDisorder,,"296"
"296.56",MoodDisorder,,"296"
"296.6",MoodDisorder,,"296"
"296.60",MoodDisorder,,"296"
"296.61",MoodDisorder,,"296"
"296.65",MoodDisorder,,"296"
"296.66",MoodDisorder,,"296"
"296.7",MoodDisorder,,"296"
"296.8",MoodDisorder,,"296"
"296.80",MoodDisorder,,"296"
"296.81",MoodDisorder,,"296"
"296.82",MoodDisorder,,"296"
"296.89",MoodDisorder,,"296"
"296.9",MoodDisorder,,"296"
"296.90",MoodDisorder,,"296"
"296.99",MoodDisorder,,"296"
"300.4",MoodDisorder,,"300"
"309",MoodDisorder,,"309"
"309.0",MoodDisorder,,"309"
"309.1",MoodDisorder,,"309"
"309.2",MoodDisorder,,"309"
"311",MoodDisorder,,"311"
"311.",MoodDisorder,,"311"
"V79.0",MoodDisorder,,"V79"
"296.03",MoodDisorder,,"296"
"296.04",MoodDisorder,,"296"
"296.13",MoodDisorder,,"296"
"296.14",MoodDisorder,,"296"
"296.23",MoodDisorder,,"296"
"296.24",MoodDisorder,,"296"
"296.33",MoodDisorder,,"296"
"296.34",MoodDisorder,,"296"
"296.43",MoodDisorder,,"296"
"296.44",MoodDisorder,,"296"
"296.53",MoodDisorder,,"296"
"296.54",MoodDisorder,,"296"
"296.63",MoodDisorder,,"296"
"296.64",MoodDisorder,,"296"
"296.02",MoodDisorder,,"296"
"296.12",MoodDisorder,,"296"
"296.22",MoodDisorder,,"296"
"296.32",MoodDisorder,,"296"
"296.42",MoodDisorder,,"296"
"296.52",MoodDisorder,,"296"
"296.62",MoodDisorder,,"296"
"728.85",MuscleSpasm,DMSymptom,"728"
"729.1",Myalgia,DMSymptom,"729"
"110.4",MycosisFoot,MycosisFoot,"110"
"110.1",MycosisOther,DMSymptom,"110"
"110",MycosisOther,DMSymptom,"110"
"110.0",MycosisOther,DMSymptom,"110"
"110.2",MycosisOther,DMSymptom,"110"
"110.3",MycosisOther,DMSymptom,"110"
"110.5",MycosisOther,DMSymptom,"110"
"110.6",MycosisOther,DMSymptom,"110"
"110.8",MycosisOther,DMSymptom,"110"
"110.9",MycosisOther,DMSymptom,"110"
"111",MycosisOther,DMSymptom,"111"
"111.0",MycosisOther,DMSymptom,"111"
"111.1",MycosisOther,DMSymptom,"111"
"111.2",MycosisOther,DMSymptom,"111"
"111.3",MycosisOther,DMSymptom,"111"
"111.8",MycosisOther,DMSymptom,"111"
"111.9",MycosisOther,DMSymptom,"111"
"114.1",MycosisOther,DMSymptom,"114"
"114.2",MycosisOther,DMSymptom,"114"
"114.3",MycosisOther,DMSymptom,"114"
"114.4",MycosisOther,DMSymptom,"114"
"114.5",MycosisOther,DMSymptom,"114"
"114.9",MycosisOther,DMSymptom,"114"
"115.00",MycosisOther,DMSymptom,"115"
"115.01",MycosisOther,DMSymptom,"115"
"115.02",MycosisOther,DMSymptom,"115"
"115.03",MycosisOther,DMSymptom,"115"
"115.04",MycosisOther,DMSymptom,"115"
"115.05",MycosisOther,DMSymptom,"115"
"115.09",MycosisOther,DMSymptom,"115"
"115.10",MycosisOther,DMSymptom,"115"
"115.11",MycosisOther,DMSymptom,"115"
"115.12",MycosisOther,DMSymptom,"115"
"115.13",MycosisOther,DMSymptom,"115"
"115.14",MycosisOther,DMSymptom,"115"
"115.15",MycosisOther,DMSymptom,"115"
"115.19",MycosisOther,DMSymptom,"115"
"115.90",MycosisOther,DMSymptom,"115"
"115.91",MycosisOther,DMSymptom,"115"
"115.92",MycosisOther,DMSymptom,"115"
"115.93",MycosisOther,DMSymptom,"115"
"115.94",MycosisOther,DMSymptom,"115"
"115.95",MycosisOther,DMSymptom,"115"
"115.99",MycosisOther,DMSymptom,"115"
"116.0",MycosisOther,DMSymptom,"116"
"116.1",MycosisOther,DMSymptom,"116"
"116.2",MycosisOther,DMSymptom,"116"
"117.0",MycosisOther,DMSymptom,"117"
"117.1",MycosisOther,DMSymptom,"117"
"117.2",MycosisOther,DMSymptom,"117"
"117.3",MycosisOther,DMSymptom,"117"
"117.4",MycosisOther,DMSymptom,"117"
"117.5",MycosisOther,DMSymptom,"117"
"117.6",MycosisOther,DMSymptom,"117"
"117.7",MycosisOther,DMSymptom,"117"
"117.8",MycosisOther,DMSymptom,"117"
"117.9",MycosisOther,DMSymptom,"117"
"118",MycosisOther,DMSymptom,"118"
"728.2",Myopathy,DMSymptom,"728"
"728.87",Myopathy,DMSymptom,"728"
"781.94",Myopathy,DMSymptom,"781"
"358.0",PNS,DMSymptom,"358"
"358.00",PNS,DMSymptom,"358"
"358.01",PNS,DMSymptom,"358"
"358.1",PNS,DMSymptom,"358"
"358.2",PNS,DMSymptom,"358"
"358.8",PNS,DMSymptom,"358"
"358.9",PNS,DMSymptom,"358"
"359.0",PNS,DMSymptom,"359"
"359.1",PNS,DMSymptom,"359"
"359.2",PNS,DMSymptom,"359"
"359.21",PNS,DMSymptom,"359"
"359.22",PNS,DMSymptom,"359"
"359.23",PNS,DMSymptom,"359"
"359.24",PNS,DMSymptom,"359"
"359.29",PNS,DMSymptom,"359"
"359.3",PNS,DMSymptom,"359"
"359.4",PNS,DMSymptom,"359"
"359.5",PNS,DMSymptom,"359"
"359.6",PNS,DMSymptom,"359"
"359.71",PNS,DMSymptom,"359"
"359.79",PNS,DMSymptom,"359"
"359.8",PNS,DMSymptom,"359"
"359.81",PNS,DMSymptom,"359"
"359.89",PNS,DMSymptom,"359"
"359.9",PNS,DMSymptom,"359"
"703",Nails,DMSymptom,"703"
"703.0",Nails,DMSymptom,"703"
"703.8",Nails,DMSymptom,"703"
"703.9",Nails,DMSymptom,"703"
"478.0",NasalCavity,,"478"
"478.1",NasalCavity,,"478"
"478.11",NasalCavity,,"478"
"478.19",NasalCavity,,"478"
"214",NeoSkin,Skin,"214"
"214.0",NeoSkin,Skin,"214"
"214.1",NeoSkin,Skin,"214"
"214.8",NeoSkin,Skin,"214"
"214.9",NeoSkin,Skin,"214"
"216",NeoSkin,Skin,"216"
"216.0",NeoSkin,Skin,"216"
"216.1",NeoSkin,Skin,"216"
"216.2",NeoSkin,Skin,"216"
"216.3",NeoSkin,Skin,"216"
"216.4",NeoSkin,Skin,"216"
"216.5",NeoSkin,Skin,"216"
"216.6",NeoSkin,Skin,"216"
"216.7",NeoSkin,Skin,"216"
"216.8",NeoSkin,Skin,"216"
"216.9",NeoSkin,Skin,"216"
"228.01",NeoSkin,Skin,"228"
"781.0",NervousSystem,,"781"
"781.1",NervousSystem,,"781"
"781.2",NervousSystem,,"781"
"781.3",NervousSystem,,"781"
"796.1",NervousSystem,,"796"
"334.0",NervousSystemOther,NervousSystemOther,"334"
"334.1",NervousSystemOther,NervousSystemOther,"334"
"334.2",NervousSystemOther,NervousSystemOther,"334"
"334.3",NervousSystemOther,NervousSystemOther,"334"
"334.4",NervousSystemOther,NervousSystemOther,"334"
"334.8",NervousSystemOther,NervousSystemOther,"334"
"334.9",NervousSystemOther,NervousSystemOther,"334"
"335.0",NervousSystemOther,NervousSystemOther,"335"
"335.10",NervousSystemOther,NervousSystemOther,"335"
"335.11",NervousSystemOther,NervousSystemOther,"335"
"335.19",NervousSystemOther,NervousSystemOther,"335"
"335.20",NervousSystemOther,NervousSystemOther,"335"
"335.21",NervousSystemOther,NervousSystemOther,"335"
"335.22",NervousSystemOther,NervousSystemOther,"335"
"335.23",NervousSystemOther,NervousSystemOther,"335"
"335.24",NervousSystemOther,NervousSystemOther,"335"
"335.29",NervousSystemOther,NervousSystemOther,"335"
"335.8",NervousSystemOther,NervousSystemOther,"335"
"335.9",NervousSystemOther,NervousSystemOther,"335"
"336.0",NervousSystemOther,NervousSystemOther,"336"
"336.1",NervousSystemOther,NervousSystemOther,"336"
"336.2",NervousSystemOther,NervousSystemOther,"336"
"336.3",NervousSystemOther,NervousSystemOther,"336"
"336.8",NervousSystemOther,NervousSystemOther,"336"
"336.9",NervousSystemOther,NervousSystemOther,"336"
"337.0",NervousSystemOther,NervousSystemOther,"337"
"337.00",NervousSystemOther,NervousSystemOther,"337"
"337.01",NervousSystemOther,NervousSystemOther,"337"
"337.09",NervousSystemOther,NervousSystemOther,"337"
"337.1",NervousSystemOther,NervousSystemOther,"337"
"337.2",NervousSystemOther,NervousSystemOther,"337"
"337.20",NervousSystemOther,NervousSystemOther,"337"
"337.21",NervousSystemOther,NervousSystemOther,"337"
"337.22",NervousSystemOther,NervousSystemOther,"337"
"337.29",NervousSystemOther,NervousSystemOther,"337"
"337.3",NervousSystemOther,NervousSystemOther,"337"
"337.9",NervousSystemOther,NervousSystemOther,"337"
"340",NervousSystemOther,NervousSystemOther,"340"
"340.",NervousSystemOther,NervousSystemOther,"340"
"341.0",NervousSystemOther,NervousSystemOther,"341"
"341.1",NervousSystemOther,NervousSystemOther,"341"
"341.20",NervousSystemOther,NervousSystemOther,"341"
"341.21",NervousSystemOther,NervousSystemOther,"341"
"341.22",NervousSystemOther,NervousSystemOther,"341"
"341.8",NervousSystemOther,NervousSystemOther,"341"
"341.9",NervousSystemOther,NervousSystemOther,"341"
"342",NervousSystemOther,NervousSystemOther,"342"
"342.0",NervousSystemOther,NervousSystemOther,"342"
"342.00",NervousSystemOther,NervousSystemOther,"342"
"342.01",NervousSystemOther,NervousSystemOther,"342"
"342.02",NervousSystemOther,NervousSystemOther,"342"
"342.1",NervousSystemOther,NervousSystemOther,"342"
"342.10",NervousSystemOther,NervousSystemOther,"342"
"342.11",NervousSystemOther,NervousSystemOther,"342"
"342.12",NervousSystemOther,NervousSystemOther,"342"
"342.8",NervousSystemOther,NervousSystemOther,"342"
"342.80",NervousSystemOther,NervousSystemOther,"342"
"342.81",NervousSystemOther,NervousSystemOther,"342"
"342.82",NervousSystemOther,NervousSystemOther,"342"
"342.9",NervousSystemOther,NervousSystemOther,"342"
"342.90",NervousSystemOther,NervousSystemOther,"342"
"342.91",NervousSystemOther,NervousSystemOther,"342"
"342.92",NervousSystemOther,NervousSystemOther,"342"
"343",NervousSystemOther,NervousSystemOther,"343"
"343.0",NervousSystemOther,NervousSystemOther,"343"
"343.1",NervousSystemOther,NervousSystemOther,"343"
"343.2",NervousSystemOther,NervousSystemOther,"343"
"343.3",NervousSystemOther,NervousSystemOther,"343"
"343.4",NervousSystemOther,NervousSystemOther,"343"
"343.8",NervousSystemOther,NervousSystemOther,"343"
"343.9",NervousSystemOther,NervousSystemOther,"343"
"344.0",NervousSystemOther,NervousSystemOther,"344"
"344.00",NervousSystemOther,NervousSystemOther,"344"
"344.01",NervousSystemOther,NervousSystemOther,"344"
"344.02",NervousSystemOther,NervousSystemOther,"344"
"344.03",NervousSystemOther,NervousSystemOther,"344"
"344.04",NervousSystemOther,NervousSystemOther,"344"
"344.09",NervousSystemOther,NervousSystemOther,"344"
"344.1",NervousSystemOther,NervousSystemOther,"344"
"344.2",NervousSystemOther,NervousSystemOther,"344"
"344.3",NervousSystemOther,NervousSystemOther,"344"
"344.30",NervousSystemOther,NervousSystemOther,"344"
"344.31",NervousSystemOther,NervousSystemOther,"344"
"344.32",NervousSystemOther,NervousSystemOther,"344"
"344.4",NervousSystemOther,NervousSystemOther,"344"
"344.40",NervousSystemOther,NervousSystemOther,"344"
"344.41",NervousSystemOther,NervousSystemOther,"344"
"344.42",NervousSystemOther,NervousSystemOther,"344"
"344.5",NervousSystemOther,NervousSystemOther,"344"
"344.60",NervousSystemOther,NervousSystemOther,"344"
"344.61",NervousSystemOther,NervousSystemOther,"344"
"344.8",NervousSystemOther,NervousSystemOther,"344"
"344.81",NervousSystemOther,NervousSystemOther,"344"
"344.89",NervousSystemOther,NervousSystemOther,"344"
"344.9",NervousSystemOther,NervousSystemOther,"344"
"347",NervousSystemOther,NervousSystemOther,"347"
"347.",NervousSystemOther,NervousSystemOther,"347"
"347.0",NervousSystemOther,NervousSystemOther,"347"
"347.00",NervousSystemOther,NervousSystemOther,"347"
"347.01",NervousSystemOther,NervousSystemOther,"347"
"347.10",NervousSystemOther,NervousSystemOther,"347"
"347.11",NervousSystemOther,NervousSystemOther,"347"
"348.0",NervousSystemOther,NervousSystemOther,"348"
"348.1",NervousSystemOther,NervousSystemOther,"348"
"348.2",NervousSystemOther,NervousSystemOther,"348"
"348.3",NervousSystemOther,NervousSystemOther,"348"
"348.30",NervousSystemOther,NervousSystemOther,"348"
"348.31",NervousSystemOther,NervousSystemOther,"348"
"348.39",NervousSystemOther,NervousSystemOther,"348"
"348.4",NervousSystemOther,NervousSystemOther,"348"
"348.5",NervousSystemOther,NervousSystemOther,"348"
"348.8",NervousSystemOther,NervousSystemOther,"348"
"348.81",NervousSystemOther,NervousSystemOther,"348"
"348.89",NervousSystemOther,NervousSystemOther,"348"
"348.9",NervousSystemOther,NervousSystemOther,"348"
"349.0",NervousSystemOther,NervousSystemOther,"349"
"349.1",NervousSystemOther,NervousSystemOther,"349"
"349.2",NervousSystemOther,NervousSystemOther,"349"
"349.31",NervousSystemOther,NervousSystemOther,"349"
"349.39",NervousSystemOther,NervousSystemOther,"349"
"349.81",NervousSystemOther,NervousSystemOther,"349"
"349.82",NervousSystemOther,NervousSystemOther,"349"
"349.89",NervousSystemOther,NervousSystemOther,"349"
"349.9",NervousSystemOther,NervousSystemOther,"349"
"724.4",NeurRadiculitis,Back,"724"
"788.43",Nocturia,DMSymptom,"788"
"V15.81",NonFollow,DMSymptom,"V15"
"278",Obesity,,"278"
"278.0",Obesity,,"278"
"278.00",Obesity,,"278"
"278.01",Obesity,,"278"
"V85.3",Obesity,,"V85"
"V85.32",Obesity,,"V85"
"V85.33",Obesity,,"V85"
"V85.34",Obesity,,"V85"
"V85.35",Obesity,,"V85"
"V85.36",Obesity,,"V85"
"V85.37",Obesity,,"V85"
"V85.38",Obesity,,"V85"
"V85.39",Obesity,,"V85"
"V85.4",Obesity,,"V85"
"V85.41",Obesity,,"V85"
"V85.42",Obesity,,"V85"
"870.0",OpenWound,DMSymptom,"870"
"870.1",OpenWound,DMSymptom,"870"
"870.2",OpenWound,DMSymptom,"870"
"870.3",OpenWound,DMSymptom,"870"
"870.4",OpenWound,DMSymptom,"870"
"870.8",OpenWound,DMSymptom,"870"
"870.9",OpenWound,DMSymptom,"870"
"871.0",OpenWound,DMSymptom,"871"
"871.1",OpenWound,DMSymptom,"871"
"871.2",OpenWound,DMSymptom,"871"
"871.3",OpenWound,DMSymptom,"871"
"871.4",OpenWound,DMSymptom,"871"
"871.5",OpenWound,DMSymptom,"871"
"871.6",OpenWound,DMSymptom,"871"
"871.7",OpenWound,DMSymptom,"871"
"871.9",OpenWound,DMSymptom,"871"
"872.00",OpenWound,DMSymptom,"872"
"872.01",OpenWound,DMSymptom,"872"
"872.02",OpenWound,DMSymptom,"872"
"872.10",OpenWound,DMSymptom,"872"
"872.11",OpenWound,DMSymptom,"872"
"872.12",OpenWound,DMSymptom,"872"
"872.61",OpenWound,DMSymptom,"872"
"872.62",OpenWound,DMSymptom,"872"
"872.63",OpenWound,DMSymptom,"872"
"872.64",OpenWound,DMSymptom,"872"
"872.69",OpenWound,DMSymptom,"872"
"872.71",OpenWound,DMSymptom,"872"
"872.72",OpenWound,DMSymptom,"872"
"872.73",OpenWound,DMSymptom,"872"
"872.74",OpenWound,DMSymptom,"872"
"872.79",OpenWound,DMSymptom,"872"
"872.8",OpenWound,DMSymptom,"872"
"872.9",OpenWound,DMSymptom,"872"
"873.0",OpenWound,DMSymptom,"873"
"873.1",OpenWound,DMSymptom,"873"
"873.20",OpenWound,DMSymptom,"873"
"873.21",OpenWound,DMSymptom,"873"
"873.22",OpenWound,DMSymptom,"873"
"873.23",OpenWound,DMSymptom,"873"
"873.29",OpenWound,DMSymptom,"873"
"873.30",OpenWound,DMSymptom,"873"
"873.31",OpenWound,DMSymptom,"873"
"873.32",OpenWound,DMSymptom,"873"
"873.33",OpenWound,DMSymptom,"873"
"873.39",OpenWound,DMSymptom,"873"
"873.40",OpenWound,DMSymptom,"873"
"873.41",OpenWound,DMSymptom,"873"
"873.42",OpenWound,DMSymptom,"873"
"873.43",OpenWound,DMSymptom,"873"
"873.44",OpenWound,DMSymptom,"873"
"873.49",OpenWound,DMSymptom,"873"
"873.50",OpenWound,DMSymptom,"873"
"873.51",OpenWound,DMSymptom,"873"
"873.52",OpenWound,DMSymptom,"873"
"873.53",OpenWound,DMSymptom,"873"
"873.54",OpenWound,DMSymptom,"873"
"873.59",OpenWound,DMSymptom,"873"
"873.60",OpenWound,DMSymptom,"873"
"873.61",OpenWound,DMSymptom,"873"
"873.62",OpenWound,DMSymptom,"873"
"873.63",OpenWound,DMSymptom,"873"
"873.64",OpenWound,DMSymptom,"873"
"873.65",OpenWound,DMSymptom,"873"
"873.69",OpenWound,DMSymptom,"873"
"873.70",OpenWound,DMSymptom,"873"
"873.71",OpenWound,DMSymptom,"873"
"873.72",OpenWound,DMSymptom,"873"
"873.73",OpenWound,DMSymptom,"873"
"873.74",OpenWound,DMSymptom,"873"
"873.75",OpenWound,DMSymptom,"873"
"873.79",OpenWound,DMSymptom,"873"
"873.8",OpenWound,DMSymptom,"873"
"873.9",OpenWound,DMSymptom,"873"
"874.00",OpenWound,DMSymptom,"874"
"874.01",OpenWound,DMSymptom,"874"
"874.02",OpenWound,DMSymptom,"874"
"874.10",OpenWound,DMSymptom,"874"
"874.11",OpenWound,DMSymptom,"874"
"874.12",OpenWound,DMSymptom,"874"
"874.2",OpenWound,DMSymptom,"874"
"874.3",OpenWound,DMSymptom,"874"
"874.4",OpenWound,DMSymptom,"874"
"874.5",OpenWound,DMSymptom,"874"
"874.8",OpenWound,DMSymptom,"874"
"874.9",OpenWound,DMSymptom,"874"
"875.0",OpenWound,DMSymptom,"875"
"875.1",OpenWound,DMSymptom,"875"
"876.0",OpenWound,DMSymptom,"876"
"876.1",OpenWound,DMSymptom,"876"
"877.0",OpenWound,DMSymptom,"877"
"877.1",OpenWound,DMSymptom,"877"
"878.0",OpenWound,DMSymptom,"878"
"878.1",OpenWound,DMSymptom,"878"
"878.2",OpenWound,DMSymptom,"878"
"878.3",OpenWound,DMSymptom,"878"
"878.4",OpenWound,DMSymptom,"878"
"878.5",OpenWound,DMSymptom,"878"
"878.6",OpenWound,DMSymptom,"878"
"878.7",OpenWound,DMSymptom,"878"
"878.8",OpenWound,DMSymptom,"878"
"878.9",OpenWound,DMSymptom,"878"
"879.0",OpenWound,DMSymptom,"879"
"879.1",OpenWound,DMSymptom,"879"
"879.2",OpenWound,DMSymptom,"879"
"879.3",OpenWound,DMSymptom,"879"
"879.4",OpenWound,DMSymptom,"879"
"879.5",OpenWound,DMSymptom,"879"
"879.6",OpenWound,DMSymptom,"879"
"879.7",OpenWound,DMSymptom,"879"
"879.8",OpenWound,DMSymptom,"879"
"879.9",OpenWound,DMSymptom,"879"
"880.00",OpenWound,DMSymptom,"880"
"880.01",OpenWound,DMSymptom,"880"
"880.02",OpenWound,DMSymptom,"880"
"880.03",OpenWound,DMSymptom,"880"
"880.09",OpenWound,DMSymptom,"880"
"880.10",OpenWound,DMSymptom,"880"
"880.11",OpenWound,DMSymptom,"880"
"880.12",OpenWound,DMSymptom,"880"
"880.13",OpenWound,DMSymptom,"880"
"880.19",OpenWound,DMSymptom,"880"
"880.20",OpenWound,DMSymptom,"880"
"880.21",OpenWound,DMSymptom,"880"
"880.22",OpenWound,DMSymptom,"880"
"880.23",OpenWound,DMSymptom,"880"
"880.29",OpenWound,DMSymptom,"880"
"881.00",OpenWound,DMSymptom,"881"
"881.01",OpenWound,DMSymptom,"881"
"881.02",OpenWound,DMSymptom,"881"
"881.10",OpenWound,DMSymptom,"881"
"881.11",OpenWound,DMSymptom,"881"
"881.12",OpenWound,DMSymptom,"881"
"881.20",OpenWound,DMSymptom,"881"
"881.21",OpenWound,DMSymptom,"881"
"881.22",OpenWound,DMSymptom,"881"
"882.0",OpenWound,DMSymptom,"882"
